"sample_id","feature","bina","cancer_type"
"1290730","CDKN1A_mut",0,"BLCA"
"753552","CDKN1A_mut",0,"BLCA"
"907065","CDKN1A_mut",0,"BLCA"
"907066","CDKN1A_mut",0,"BLCA"
"753566","CDKN1A_mut",0,"BLCA"
"907312","CDKN1A_mut",0,"BLCA"
"753584","CDKN1A_mut",1,"BLCA"
"909704","CDKN1A_mut",1,"BLCA"
"687455","CDKN1A_mut",0,"BLCA"
"909749","CDKN1A_mut",0,"BLCA"
"724812","CDKN1A_mut",0,"BLCA"
"687459","CDKN1A_mut",0,"BLCA"
"724838","CDKN1A_mut",0,"BLCA"
"909780","CDKN1A_mut",0,"BLCA"
"687457","CDKN1A_mut",0,"BLCA"
"687452","CDKN1B_mut",0,"BLCA"
"906798","CDKN1B_mut",0,"BLCA"
"906797","CDKN1B_mut",0,"BLCA"
"910926","CDKN1B_mut",0,"BLCA"
"1290730","CDKN1B_mut",0,"BLCA"
"753552","CDKN1B_mut",0,"BLCA"
"907065","CDKN1B_mut",0,"BLCA"
"907066","CDKN1B_mut",0,"BLCA"
"753566","CDKN1B_mut",0,"BLCA"
"907312","CDKN1B_mut",0,"BLCA"
"753584","CDKN1B_mut",0,"BLCA"
"909704","CDKN1B_mut",0,"BLCA"
"687455","CDKN1B_mut",0,"BLCA"
"909749","CDKN1B_mut",0,"BLCA"
"724812","CDKN1B_mut",0,"BLCA"
"687459","CDKN1B_mut",1,"BLCA"
"724838","CDKN1B_mut",0,"BLCA"
"909780","CDKN1B_mut",0,"BLCA"
"687457","CDKN1B_mut",0,"BLCA"
"687452","CDKN2A_mut",0,"BLCA"
"906798","CDKN2A_mut",0,"BLCA"
"906797","CDKN2A_mut",0,"BLCA"
"910926","CDKN2A_mut",0,"BLCA"
"1290730","CDKN2A_mut",0,"BLCA"
"753552","CDKN2A_mut",0,"BLCA"
"907065","CDKN2A_mut",0,"BLCA"
"907066","CDKN2A_mut",0,"BLCA"
"753566","CDKN2A_mut",0,"BLCA"
"907312","CDKN2A_mut",0,"BLCA"
"753584","CDKN2A_mut",0,"BLCA"
"909704","CDKN2A_mut",0,"BLCA"
"687455","CDKN2A_mut",0,"BLCA"
"909749","CDKN2A_mut",0,"BLCA"
"724812","CDKN2A_mut",0,"BLCA"
"687459","CDKN2A_mut",0,"BLCA"
"724838","CDKN2A_mut",0,"BLCA"
"909780","CDKN2A_mut",1,"BLCA"
"687457","CDKN2A_mut",0,"BLCA"
"687452","CEP290_mut",0,"BLCA"
"906798","CEP290_mut",0,"BLCA"
"906797","CEP290_mut",0,"BLCA"
"910926","CEP290_mut",0,"BLCA"
"1290730","CEP290_mut",0,"BLCA"
"753552","CEP290_mut",0,"BLCA"
"907065","CEP290_mut",0,"BLCA"
"907066","CEP290_mut",0,"BLCA"
"753566","CEP290_mut",0,"BLCA"
"907312","CEP290_mut",0,"BLCA"
"753584","CEP290_mut",0,"BLCA"
"909704","CEP290_mut",0,"BLCA"
"687455","CEP290_mut",0,"BLCA"
"909749","CEP290_mut",0,"BLCA"
"724812","CEP290_mut",0,"BLCA"
"687459","CEP290_mut",1,"BLCA"
"724838","CEP290_mut",0,"BLCA"
"909780","CEP290_mut",0,"BLCA"
"687457","CEP290_mut",0,"BLCA"
"687452","CREBBP_mut",0,"BLCA"
"906798","CREBBP_mut",0,"BLCA"
"906797","CREBBP_mut",1,"BLCA"
"910926","CREBBP_mut",0,"BLCA"
"1290730","CREBBP_mut",0,"BLCA"
"753552","CREBBP_mut",0,"BLCA"
"907065","CREBBP_mut",0,"BLCA"
"907066","CREBBP_mut",0,"BLCA"
"753566","CREBBP_mut",0,"BLCA"
"907312","CREBBP_mut",0,"BLCA"
"753584","CREBBP_mut",0,"BLCA"
"909704","CREBBP_mut",0,"BLCA"
"687455","CREBBP_mut",0,"BLCA"
"909749","CREBBP_mut",0,"BLCA"
"724812","CREBBP_mut",0,"BLCA"
"687459","CREBBP_mut",0,"BLCA"
"724838","CREBBP_mut",0,"BLCA"
"909780","CREBBP_mut",0,"BLCA"
"687457","CREBBP_mut",0,"BLCA"
"687452","ELF3_mut",0,"BLCA"
"906798","ELF3_mut",0,"BLCA"
"906797","ELF3_mut",0,"BLCA"
"910926","ELF3_mut",0,"BLCA"
"1290730","ELF3_mut",0,"BLCA"
"753552","ELF3_mut",0,"BLCA"
"907065","ELF3_mut",0,"BLCA"
"907066","ELF3_mut",0,"BLCA"
"753566","ELF3_mut",0,"BLCA"
"907312","ELF3_mut",0,"BLCA"
"753584","ELF3_mut",0,"BLCA"
"909704","ELF3_mut",0,"BLCA"
"687455","ELF3_mut",1,"BLCA"
"909749","ELF3_mut",0,"BLCA"
"724812","ELF3_mut",0,"BLCA"
"687459","ELF3_mut",0,"BLCA"
"724838","ELF3_mut",0,"BLCA"
"909780","ELF3_mut",0,"BLCA"
"687457","ELF3_mut",0,"BLCA"
"687452","EP300_mut",0,"BLCA"
"906798","EP300_mut",1,"BLCA"
"906797","EP300_mut",1,"BLCA"
"910926","EP300_mut",0,"BLCA"
"1290730","EP300_mut",0,"BLCA"
"753552","EP300_mut",0,"BLCA"
"907065","EP300_mut",0,"BLCA"
"907066","EP300_mut",0,"BLCA"
"753566","EP300_mut",0,"BLCA"
"907312","EP300_mut",1,"BLCA"
"753584","EP300_mut",0,"BLCA"
"909704","EP300_mut",0,"BLCA"
"687455","EP300_mut",0,"BLCA"
"909749","EP300_mut",0,"BLCA"
"724812","EP300_mut",0,"BLCA"
"687459","EP300_mut",0,"BLCA"
"724838","EP300_mut",0,"BLCA"
"909780","EP300_mut",1,"BLCA"
"687457","EP300_mut",0,"BLCA"
"687452","ERBB3_mut",0,"BLCA"
"906798","ERBB3_mut",0,"BLCA"
"906797","ERBB3_mut",0,"BLCA"
"910926","ERBB3_mut",0,"BLCA"
"1290730","ERBB3_mut",0,"BLCA"
"753552","ERBB3_mut",0,"BLCA"
"907065","ERBB3_mut",0,"BLCA"
"907066","ERBB3_mut",0,"BLCA"
"753566","ERBB3_mut",0,"BLCA"
"907312","ERBB3_mut",0,"BLCA"
"753584","ERBB3_mut",0,"BLCA"
"909704","ERBB3_mut",0,"BLCA"
"687455","ERBB3_mut",0,"BLCA"
"909749","ERBB3_mut",0,"BLCA"
"724812","ERBB3_mut",0,"BLCA"
"687459","ERBB3_mut",0,"BLCA"
"724838","ERBB3_mut",1,"BLCA"
"909780","ERBB3_mut",0,"BLCA"
"687457","ERBB3_mut",0,"BLCA"
"687452","FAT1_mut",0,"BLCA"
"906798","FAT1_mut",0,"BLCA"
"906797","FAT1_mut",0,"BLCA"
"910926","FAT1_mut",0,"BLCA"
"1290730","FAT1_mut",0,"BLCA"
"753552","FAT1_mut",0,"BLCA"
"907065","FAT1_mut",0,"BLCA"
"907066","FAT1_mut",0,"BLCA"
"753566","FAT1_mut",0,"BLCA"
"907312","FAT1_mut",0,"BLCA"
"753584","FAT1_mut",0,"BLCA"
"909704","FAT1_mut",0,"BLCA"
"687455","FAT1_mut",0,"BLCA"
"909749","FAT1_mut",0,"BLCA"
"724812","FAT1_mut",1,"BLCA"
"687459","FAT1_mut",0,"BLCA"
"724838","FAT1_mut",0,"BLCA"
"909780","FAT1_mut",0,"BLCA"
"687457","FAT1_mut",0,"BLCA"
"687452","HRAS_mut",0,"BLCA"
"906798","HRAS_mut",0,"BLCA"
"906797","HRAS_mut",0,"BLCA"
"910926","HRAS_mut",0,"BLCA"
"1290730","HRAS_mut",0,"BLCA"
"753552","HRAS_mut",0,"BLCA"
"907065","HRAS_mut",0,"BLCA"
"907066","HRAS_mut",0,"BLCA"
"753566","HRAS_mut",0,"BLCA"
"907312","HRAS_mut",0,"BLCA"
"753584","HRAS_mut",0,"BLCA"
"909704","HRAS_mut",0,"BLCA"
"687455","HRAS_mut",0,"BLCA"
"909749","HRAS_mut",0,"BLCA"
"724812","HRAS_mut",1,"BLCA"
"687459","HRAS_mut",0,"BLCA"
"724838","HRAS_mut",0,"BLCA"
"909780","HRAS_mut",0,"BLCA"
"687457","HRAS_mut",0,"BLCA"
"687452","IREB2_mut",0,"BLCA"
"906798","IREB2_mut",1,"BLCA"
"906797","IREB2_mut",0,"BLCA"
"910926","IREB2_mut",0,"BLCA"
"1290730","IREB2_mut",0,"BLCA"
"753552","IREB2_mut",0,"BLCA"
"907065","IREB2_mut",0,"BLCA"
"907066","IREB2_mut",0,"BLCA"
"753566","IREB2_mut",0,"BLCA"
"907312","IREB2_mut",0,"BLCA"
"753584","IREB2_mut",0,"BLCA"
"909704","IREB2_mut",0,"BLCA"
"687455","IREB2_mut",0,"BLCA"
"909749","IREB2_mut",0,"BLCA"
"724812","IREB2_mut",0,"BLCA"
"687459","IREB2_mut",0,"BLCA"
"724838","IREB2_mut",0,"BLCA"
"909780","IREB2_mut",0,"BLCA"
"687457","IREB2_mut",0,"BLCA"
"687452","KDM6A_mut",0,"BLCA"
"906798","KDM6A_mut",0,"BLCA"
"906797","KDM6A_mut",0,"BLCA"
"910926","KDM6A_mut",0,"BLCA"
"1290730","KDM6A_mut",0,"BLCA"
"753552","KDM6A_mut",0,"BLCA"
"907065","KDM6A_mut",0,"BLCA"
"907066","KDM6A_mut",0,"BLCA"
"753566","KDM6A_mut",0,"BLCA"
"907312","KDM6A_mut",1,"BLCA"
"753584","KDM6A_mut",0,"BLCA"
"909704","KDM6A_mut",1,"BLCA"
"687455","KDM6A_mut",0,"BLCA"
"909749","KDM6A_mut",0,"BLCA"
"724812","KDM6A_mut",0,"BLCA"
"687459","KDM6A_mut",0,"BLCA"
"724838","KDM6A_mut",0,"BLCA"
"909780","KDM6A_mut",0,"BLCA"
"687457","KDM6A_mut",0,"BLCA"
"687452","MAP4K3_mut",0,"BLCA"
"906798","MAP4K3_mut",0,"BLCA"
"906797","MAP4K3_mut",0,"BLCA"
"910926","MAP4K3_mut",0,"BLCA"
"1290730","MAP4K3_mut",0,"BLCA"
"753552","MAP4K3_mut",0,"BLCA"
"907065","MAP4K3_mut",1,"BLCA"
"907066","MAP4K3_mut",1,"BLCA"
"753566","MAP4K3_mut",0,"BLCA"
"907312","MAP4K3_mut",0,"BLCA"
"753584","MAP4K3_mut",0,"BLCA"
"909704","MAP4K3_mut",0,"BLCA"
"687455","MAP4K3_mut",0,"BLCA"
"909749","MAP4K3_mut",0,"BLCA"
"724812","MAP4K3_mut",0,"BLCA"
"687459","MAP4K3_mut",0,"BLCA"
"724838","MAP4K3_mut",0,"BLCA"
"909780","MAP4K3_mut",0,"BLCA"
"687457","MAP4K3_mut",0,"BLCA"
"687452","MLL2_mut",0,"BLCA"
"906798","MLL2_mut",1,"BLCA"
"906797","MLL2_mut",0,"BLCA"
"910926","MLL2_mut",0,"BLCA"
"1290730","MLL2_mut",0,"BLCA"
"753552","MLL2_mut",0,"BLCA"
"907065","MLL2_mut",0,"BLCA"
"907066","MLL2_mut",0,"BLCA"
"753566","MLL2_mut",0,"BLCA"
"907312","MLL2_mut",1,"BLCA"
"753584","MLL2_mut",0,"BLCA"
"909704","MLL2_mut",0,"BLCA"
"687455","MLL2_mut",0,"BLCA"
"909749","MLL2_mut",0,"BLCA"
"724812","MLL2_mut",0,"BLCA"
"687459","MLL2_mut",0,"BLCA"
"724838","MLL2_mut",0,"BLCA"
"909780","MLL2_mut",1,"BLCA"
"687457","MLL2_mut",0,"BLCA"
"687452","MLL3_mut",0,"BLCA"
"906798","MLL3_mut",1,"BLCA"
"906797","MLL3_mut",0,"BLCA"
"910926","MLL3_mut",0,"BLCA"
"1290730","MLL3_mut",0,"BLCA"
"753552","MLL3_mut",0,"BLCA"
"907065","MLL3_mut",0,"BLCA"
"907066","MLL3_mut",0,"BLCA"
"753566","MLL3_mut",0,"BLCA"
"907312","MLL3_mut",0,"BLCA"
"753584","MLL3_mut",0,"BLCA"
"909704","MLL3_mut",0,"BLCA"
"687455","MLL3_mut",0,"BLCA"
"909749","MLL3_mut",0,"BLCA"
"724812","MLL3_mut",0,"BLCA"
"687459","MLL3_mut",0,"BLCA"
"724838","MLL3_mut",0,"BLCA"
"909780","MLL3_mut",0,"BLCA"
"687457","MLL3_mut",0,"BLCA"
"687452","NCOR1_mut",0,"BLCA"
"906798","NCOR1_mut",0,"BLCA"
"906797","NCOR1_mut",1,"BLCA"
"910926","NCOR1_mut",0,"BLCA"
"1290730","NCOR1_mut",0,"BLCA"
"753552","NCOR1_mut",0,"BLCA"
"907065","NCOR1_mut",0,"BLCA"
"907066","NCOR1_mut",0,"BLCA"
"753566","NCOR1_mut",0,"BLCA"
"907312","NCOR1_mut",0,"BLCA"
"753584","NCOR1_mut",0,"BLCA"
"909704","NCOR1_mut",0,"BLCA"
"687455","NCOR1_mut",0,"BLCA"
"909749","NCOR1_mut",0,"BLCA"
"724812","NCOR1_mut",0,"BLCA"
"687459","NCOR1_mut",0,"BLCA"
"724838","NCOR1_mut",0,"BLCA"
"909780","NCOR1_mut",1,"BLCA"
"687457","NCOR1_mut",0,"BLCA"
"687452","NCOR2_mut",0,"BLCA"
"906798","NCOR2_mut",0,"BLCA"
"906797","NCOR2_mut",0,"BLCA"
"910926","NCOR2_mut",1,"BLCA"
"1290730","NCOR2_mut",0,"BLCA"
"753552","NCOR2_mut",0,"BLCA"
"907065","NCOR2_mut",0,"BLCA"
"907066","NCOR2_mut",0,"BLCA"
"753566","NCOR2_mut",0,"BLCA"
"907312","NCOR2_mut",0,"BLCA"
"753584","NCOR2_mut",0,"BLCA"
"909704","NCOR2_mut",0,"BLCA"
"687455","NCOR2_mut",0,"BLCA"
"909749","NCOR2_mut",0,"BLCA"
"724812","NCOR2_mut",0,"BLCA"
"687459","NCOR2_mut",0,"BLCA"
"724838","NCOR2_mut",0,"BLCA"
"909780","NCOR2_mut",0,"BLCA"
"687457","NCOR2_mut",0,"BLCA"
"687452","NF2_mut",0,"BLCA"
"906798","NF2_mut",0,"BLCA"
"906797","NF2_mut",1,"BLCA"
"910926","NF2_mut",0,"BLCA"
"1290730","NF2_mut",0,"BLCA"
"753552","NF2_mut",0,"BLCA"
"907065","NF2_mut",0,"BLCA"
"907066","NF2_mut",0,"BLCA"
"753566","NF2_mut",0,"BLCA"
"907312","NF2_mut",0,"BLCA"
"753584","NF2_mut",1,"BLCA"
"909704","NF2_mut",0,"BLCA"
"687455","NF2_mut",0,"BLCA"
"909749","NF2_mut",0,"BLCA"
"724812","NF2_mut",0,"BLCA"
"687459","NF2_mut",0,"BLCA"
"724838","NF2_mut",0,"BLCA"
"909780","NF2_mut",0,"BLCA"
"687457","NF2_mut",0,"BLCA"
"687452","NRAS_mut",0,"BLCA"
"906798","NRAS_mut",0,"BLCA"
"906797","NRAS_mut",0,"BLCA"
"910926","NRAS_mut",1,"BLCA"
"1290730","NRAS_mut",0,"BLCA"
"753552","NRAS_mut",0,"BLCA"
"907065","NRAS_mut",1,"BLCA"
"907066","NRAS_mut",0,"BLCA"
"753566","NRAS_mut",0,"BLCA"
"907312","NRAS_mut",1,"BLCA"
"753584","NRAS_mut",0,"BLCA"
"909704","NRAS_mut",0,"BLCA"
"687455","NRAS_mut",0,"BLCA"
"909749","NRAS_mut",0,"BLCA"
"724812","NRAS_mut",0,"BLCA"
"687459","NRAS_mut",0,"BLCA"
"724838","NRAS_mut",0,"BLCA"
"909780","NRAS_mut",0,"BLCA"
"687457","NRAS_mut",0,"BLCA"
"687452","PTEN_mut",0,"BLCA"
"906798","PTEN_mut",1,"BLCA"
"906797","PTEN_mut",0,"BLCA"
"910926","PTEN_mut",0,"BLCA"
"1290730","PTEN_mut",0,"BLCA"
"753552","PTEN_mut",0,"BLCA"
"907065","PTEN_mut",0,"BLCA"
"907066","PTEN_mut",0,"BLCA"
"753566","PTEN_mut",0,"BLCA"
"907312","PTEN_mut",0,"BLCA"
"753584","PTEN_mut",0,"BLCA"
"909704","PTEN_mut",0,"BLCA"
"687455","PTEN_mut",0,"BLCA"
"909749","PTEN_mut",0,"BLCA"
"724812","PTEN_mut",0,"BLCA"
"687459","PTEN_mut",0,"BLCA"
"724838","PTEN_mut",0,"BLCA"
"909780","PTEN_mut",0,"BLCA"
"687457","PTEN_mut",0,"BLCA"
"687452","RASA1_mut",0,"BLCA"
"906798","RASA1_mut",1,"BLCA"
"906797","RASA1_mut",0,"BLCA"
"910926","RASA1_mut",0,"BLCA"
"1290730","RASA1_mut",0,"BLCA"
"753552","RASA1_mut",0,"BLCA"
"907065","RASA1_mut",0,"BLCA"
"907066","RASA1_mut",0,"BLCA"
"753566","RASA1_mut",0,"BLCA"
"907312","RASA1_mut",0,"BLCA"
"753584","RASA1_mut",0,"BLCA"
"909704","RASA1_mut",0,"BLCA"
"687455","RASA1_mut",0,"BLCA"
"909749","RASA1_mut",0,"BLCA"
"724812","RASA1_mut",0,"BLCA"
"687459","RASA1_mut",0,"BLCA"
"724838","RASA1_mut",0,"BLCA"
"909780","RASA1_mut",0,"BLCA"
"687457","RASA1_mut",0,"BLCA"
"687452","RB1_mut",1,"BLCA"
"906798","RB1_mut",1,"BLCA"
"906797","RB1_mut",1,"BLCA"
"910926","RB1_mut",0,"BLCA"
"1290730","RB1_mut",0,"BLCA"
"753552","RB1_mut",0,"BLCA"
"907065","RB1_mut",0,"BLCA"
"907066","RB1_mut",1,"BLCA"
"753566","RB1_mut",1,"BLCA"
"907312","RB1_mut",0,"BLCA"
"753584","RB1_mut",1,"BLCA"
"909704","RB1_mut",0,"BLCA"
"687455","RB1_mut",0,"BLCA"
"909749","RB1_mut",0,"BLCA"
"724812","RB1_mut",0,"BLCA"
"687459","RB1_mut",0,"BLCA"
"724838","RB1_mut",0,"BLCA"
"909780","RB1_mut",0,"BLCA"
"687457","RB1_mut",0,"BLCA"
"687452","SMARCA4_mut",0,"BLCA"
"906798","SMARCA4_mut",0,"BLCA"
"906797","SMARCA4_mut",0,"BLCA"
"910926","SMARCA4_mut",0,"BLCA"
"1290730","SMARCA4_mut",0,"BLCA"
"753552","SMARCA4_mut",0,"BLCA"
"907065","SMARCA4_mut",0,"BLCA"
"907066","SMARCA4_mut",0,"BLCA"
"753566","SMARCA4_mut",0,"BLCA"
"907312","SMARCA4_mut",0,"BLCA"
"753584","SMARCA4_mut",0,"BLCA"
"909704","SMARCA4_mut",0,"BLCA"
"687455","SMARCA4_mut",0,"BLCA"
"909749","SMARCA4_mut",0,"BLCA"
"724812","SMARCA4_mut",0,"BLCA"
"687459","SMARCA4_mut",0,"BLCA"
"724838","SMARCA4_mut",1,"BLCA"
"909780","SMARCA4_mut",0,"BLCA"
"687457","SMARCA4_mut",0,"BLCA"
"687452","SOS2_mut",0,"BLCA"
"906798","SOS2_mut",0,"BLCA"
"906797","SOS2_mut",0,"BLCA"
"910926","SOS2_mut",0,"BLCA"
"1290730","SOS2_mut",0,"BLCA"
"753552","SOS2_mut",0,"BLCA"
"907065","SOS2_mut",0,"BLCA"
"907066","SOS2_mut",0,"BLCA"
"753566","SOS2_mut",0,"BLCA"
"907312","SOS2_mut",0,"BLCA"
"753584","SOS2_mut",0,"BLCA"
"909704","SOS2_mut",0,"BLCA"
"687455","SOS2_mut",1,"BLCA"
"909749","SOS2_mut",0,"BLCA"
"724812","SOS2_mut",0,"BLCA"
"687459","SOS2_mut",0,"BLCA"
"724838","SOS2_mut",0,"BLCA"
"909780","SOS2_mut",0,"BLCA"
"687457","SOS2_mut",0,"BLCA"
"687452","STAG2_mut",0,"BLCA"
"906798","STAG2_mut",0,"BLCA"
"906797","STAG2_mut",0,"BLCA"
"910926","STAG2_mut",0,"BLCA"
"1290730","STAG2_mut",0,"BLCA"
"753552","STAG2_mut",0,"BLCA"
"907065","STAG2_mut",0,"BLCA"
"907066","STAG2_mut",0,"BLCA"
"753566","STAG2_mut",0,"BLCA"
"907312","STAG2_mut",0,"BLCA"
"753584","STAG2_mut",0,"BLCA"
"909704","STAG2_mut",0,"BLCA"
"687455","STAG2_mut",0,"BLCA"
"909749","STAG2_mut",0,"BLCA"
"724812","STAG2_mut",0,"BLCA"
"687459","STAG2_mut",0,"BLCA"
"724838","STAG2_mut",1,"BLCA"
"909780","STAG2_mut",0,"BLCA"
"687457","STAG2_mut",0,"BLCA"
"687452","TNPO1_mut",0,"BLCA"
"906798","TNPO1_mut",0,"BLCA"
"906797","TNPO1_mut",0,"BLCA"
"910926","TNPO1_mut",0,"BLCA"
"1290730","TNPO1_mut",0,"BLCA"
"753552","TNPO1_mut",0,"BLCA"
"907065","TNPO1_mut",0,"BLCA"
"907066","TNPO1_mut",0,"BLCA"
"753566","TNPO1_mut",1,"BLCA"
"907312","TNPO1_mut",0,"BLCA"
"753584","TNPO1_mut",0,"BLCA"
"909704","TNPO1_mut",0,"BLCA"
"687455","TNPO1_mut",0,"BLCA"
"909749","TNPO1_mut",0,"BLCA"
"724812","TNPO1_mut",0,"BLCA"
"687459","TNPO1_mut",0,"BLCA"
"724838","TNPO1_mut",0,"BLCA"
"909780","TNPO1_mut",0,"BLCA"
"687457","TNPO1_mut",0,"BLCA"
"687452","TP53_mut",1,"BLCA"
"906798","TP53_mut",1,"BLCA"
"906797","TP53_mut",1,"BLCA"
"910926","TP53_mut",1,"BLCA"
"1290730","TP53_mut",1,"BLCA"
"753552","TP53_mut",1,"BLCA"
"907065","TP53_mut",0,"BLCA"
"907066","TP53_mut",1,"BLCA"
"753566","TP53_mut",1,"BLCA"
"907312","TP53_mut",0,"BLCA"
"753584","TP53_mut",1,"BLCA"
"909704","TP53_mut",1,"BLCA"
"687455","TP53_mut",0,"BLCA"
"909749","TP53_mut",1,"BLCA"
"724812","TP53_mut",1,"BLCA"
"687459","TP53_mut",1,"BLCA"
"724838","TP53_mut",1,"BLCA"
"909780","TP53_mut",1,"BLCA"
"687457","TP53_mut",0,"BLCA"
"687452","TSC1_mut",0,"BLCA"
"906798","TSC1_mut",0,"BLCA"
"906797","TSC1_mut",0,"BLCA"
"910926","TSC1_mut",0,"BLCA"
"1290730","TSC1_mut",0,"BLCA"
"753552","TSC1_mut",0,"BLCA"
"907065","TSC1_mut",0,"BLCA"
"907066","TSC1_mut",0,"BLCA"
"753566","TSC1_mut",0,"BLCA"
"907312","TSC1_mut",0,"BLCA"
"753584","TSC1_mut",0,"BLCA"
"909704","TSC1_mut",0,"BLCA"
"687455","TSC1_mut",1,"BLCA"
"909749","TSC1_mut",0,"BLCA"
"724812","TSC1_mut",0,"BLCA"
"687459","TSC1_mut",0,"BLCA"
"724838","TSC1_mut",0,"BLCA"
"909780","TSC1_mut",0,"BLCA"
"687457","TSC1_mut",0,"BLCA"
"687452","gain:cnaBLCA1",0,"BLCA"
"906798","gain:cnaBLCA1",0,"BLCA"
"906797","gain:cnaBLCA1",0,"BLCA"
